duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,cast_total_facebook_likes,facenumber_in_poster,budget,actor_2_facebook_likes,movie_facebook_likes,rating
96,31,536,651,16667084,3119,0,11000000,610,11000,B
84,36,648,2000,15417771,3416,1,12600000,683,0,B
100,394,695,2000,,6296,0,10000000,926,680,B
110,164,45,258,15156200,571,2,30000000,218,328,B
130,337,820,11000,21589307,13960,1,10000000,1000,27000,B
84,134,307,655,20339754,2737,2,10000000,651,441,C
106,293,547,773,28873374,2787,11,10000000,734,0,C
89,23,503,839,15102127,3973,5,,700,0,C
76,14,636,1000,13684949,3752,0,3000000,811,227,C
99,64,918,13000,14597405,17204,1,6400000,2000,17000,B
96,47,442,3000,12570442,4053,0,10000000,497,808,B
104,28,582,962,12514138,3871,0,10000000,826,1000,B
108,0,458,1000,43771291,3215,1,5000000,562,15000,B
108,2,30,772,11703287,1058,3,10000000,232,1000,B
87,13,869,15000,11560259,22485,1,22000000,4000,0,C
89,406,759,989,10824921,3462,0,10000000,939,16000,B
97,31,551,4000,10561238,6388,0,10000000,980,0,B
106,13000,309,11000,14479776,12418,3,10000000,430,20000,B
100,532,711,4000,9801782,6046,0,10000000,796,0,B
89,18,2000,7000,8070311,13626,9,10000000,2000,0,C
114,0,298,537,,1856,0,10000000,376,0,B
95,434,472,1000,8460995,2618,3,10000000,622,0,C
97,350,250,460,8111360,1334,1,10000000,372,0,B
94,0,3000,20000,8828771,41059,10,6000000,14000,25000,C
103,207,3000,40000,67631157,55175,0,100000000,11000,25000,B
95,4,655,939,7563670,3651,0,10000000,702,518,C
101,63,172,7000,6619173,7747,2,10000000,353,25000,B
87,44,727,1000,6857503,4769,1,,939,0,B
40,,476,1000,,2198,2,,722,0,B
101,194,602,1000,6712241,3858,2,7500000,816,35000,A
82,87,444,1000,6842058,3818,0,10000000,581,14000,B
74,0,719,886,6491350,5139,0,10000000,808,49,C
130,63,2,24,9473382,29,3,10000000,3,0,B
112,0,201,874,6197866,1351,0,10000000,262,0,A
96,9,934,12000,6044618,26961,1,10000000,11000,398,C
89,0,322,628,7764027,2061,0,10000000,497,0,B
100,0,231,427,5998971,1022,0,,269,0,B
78,13,378,753,,2791,0,10000000,695,425,C
121,57,664,1000,21569041,3745,2,9000000,837,0,B
85,49,401,719,4356743,2446,2,16000000,405,0,C
120,0,294,23000,5484375,24270,0,10000000,342,0,B
106,102,970,14000,5348317,18712,0,10000000,3000,0,B
83,157,581,2000,4244155,3374,5,10000000,616,0,B
120,64,72,144,5004648,474,1,10000000,110,0,B
111,60,699,823,3333823,5262,0,10000000,759,0,C
100,34,541,10000,3275585,13160,1,11500000,721,561,B
89,0,132,402,3193102,1335,0,9000000,296,944,B
115,549,911,3000,54557348,5732,0,6500000,912,18000,B
135,25,553,902,3041803,2735,0,10000000,576,345,B
92,4,311,754,3060858,1891,4,10000000,324,208,C
120,108,400,634,1055654,2673,1,10000000,436,0,B
97,105,269,982,2331318,2603,1,10000000,503,0,D
135,0,851,1000,2185266,4266,0,10000000,975,1000,B
93,4,4,533,26583369,578,1,10000000,35,10000,C
118,76,249,902,800000,2079,0,14000000,488,106,C
97,387,64,6000,7574066,6322,2,10000000,139,0,B
98,129,221,749,1754319,2214,0,10000000,252,0,B
98,0,258,530,1641788,1381,0,8000000,387,0,B
101,3,826,14000,1631839,17665,0,10000000,1000,242,C
132,41,1000,16000,1309849,29177,1,10000000,11000,0,B
106,34,683,11000,1939441,23187,1,10000000,11000,20000,B
55,,2,20,447093,25,0,,3,0,A
168,53,45,307,,616,0,10000000,200,533,B
87,0,503,975,1276984,3059,2,10000000,537,795,B
98,607,251,11000,1987762,11853,0,11000000,414,12000,B
96,17,688,2000,1474508,4607,4,5000000,989,0,B
104,23,232,22000,1011054,23513,1,10000000,893,0,B
93,0,622,966,900926,3307,2,10000000,799,319,C
95,0,20,20000,866778,20364,3,10000000,329,0,B
119,0,54,816,836641,1585,0,,623,74,B
89,0,119,990,598645,2006,0,10000000,711,725,D
107,0,91,603,578527,988,3,10000000,175,883,C
85,0,51,478,488872,700,2,10000000,83,0,B
93,787,0,787,365734,883,0,10000000,96,952,C
101,324,28,678,231417,1256,0,60000000,541,33,B
103,593,241,374,3093491,1283,0,5000000,362,5000,B
101,163,34,837,244465,1019,1,,130,85,B
123,0,131,18000,756452,18652,0,,451,12000,B
111,24,83,374,228524,768,2,4000000,181,345,B
86,302,428,893,226792,3049,2,10000000,798,117,B
99,800,334,49000,221210,50542,1,,640,0,B
90,76,345,798,136432,2217,0,5000000,769,0,B
82,216,885,1000,131617,5761,1,10000000,922,661,B
110,26,146,17000,152857,18236,3,,793,0,B
83,3,421,16000,126247,17469,0,6200000,542,321,D
128,11,553,665,82739,4579,0,,664,503,B
125,21,36,78,169379,221,1,10000000,61,874,B
97,53,499,962,,3465,0,10000000,545,0,B
86,71,385,795,15447,2655,0,10000000,474,89,D
91,7,875,12000,19348,16118,2,10000000,3000,370,C
90,0,617,806,100503,3124,2,8000000,690,1000,C
90,8,495,1000,92900,3146,1,5000000,893,546,C
94,50,422,835,140987,2519,3,,632,58,C
112,93,51,147,,285,0,10000000,52,0,C
85,7,240,706,,1936,2,,405,402,C
93,7,611,906,5561,4725,1,10000000,848,160,D
104,275,102,439,3607,940,4,10000000,161,0,B
94,10,72,122,,375,0,,109,0,C
85,0,742,11000,70527,14656,6,6500000,826,376,B
99,71,126,298,,934,0,10000000,258,509,C
91,8,111,485,,964,0,10000000,152,0,C
117,13,415,5000,,7637,1,6000000,2000,0,B
85,0,196,1000,,2259,0,10000000,618,186,C
106,261,520,30000,,31325,2,10000000,744,589,B
81,4,5,63,11835,81,0,10000000,10,1000,B
100,98,95,1000,,2227,1,10000000,891,695,C
90,110,711,1000,,3937,4,10000000,898,486,D
116,24,46,183,,428,2,10000000,136,746,B
84,5,482,670,,2739,5,10000000,608,119,C
135,419,7,398,128486,569,0,10000000,149,0,B
84,36,899,1000,,4686,0,10000000,948,0,C
89,3,499,764,,2876,1,10000000,716,850,B
107,99,452,17000,16025394,18983,6,,985,0,B
144,0,195,786,2483955,1674,0,9600000,228,957,B
98,41,525,723,57176582,3939,1,9500000,706,0,B
94,9,262,4000,,9432,1,10000000,4000,0,C
117,43,244,742,43100000,2127,0,9500000,462,0,B
102,7,1000,31000,,35634,7,10000000,1000,1000,B
127,0,319,678,225377,1557,1,8900000,432,33000,B
98,17,770,1000,14114488,3827,0,10500000,887,616,C
88,6,200,557,,1702,0,9500000,290,898,C
197,176,760,924,46300000,4109,0,9400000,898,0,B
121,0,82,148,12899702,448,1,,114,0,B
90,0,123,187,,646,0,9300000,176,0,B
89,100,327,33000,113155,34398,7,,947,0,B
104,12,1000,21000,2600000,23962,3,6000000,1000,0,B
94,43,129,826,,1586,4,10000000,476,0,C
90,116,303,594,1602466,1836,0,600000000,412,0,B
130,3000,844,10000,3029870,15835,1,7400000,4000,50000,B
92,25,110,509,,1248,0,8500000,446,10000,B
176,147,1000,8000,3047539,13762,4,7217600,3000,12000,B
116,0,513,1000,78900000,2524,0,11000000,581,23000,A
88,365,177,383,30859000,1094,0,83532,371,0,B
106,50,741,17000,3571735,21711,2,10000000,908,0,B
181,278,51,402,50000000,934,0,9000000,343,0,A
130,92,177,244,63600000,1164,1,9000000,189,0,B
93,33,123,14000,,15014,2,10000000,383,0,C
110,798,16,580,,662,9,,26,0,B
123,473,685,890,36049108,3661,4,9000000,851,0,B
120,92,862,1000,34074895,5420,6,9000000,886,0,B
87,85,118,311,33244684,760,0,9000000,189,0,B
123,909,184,909,24530513,1633,1,9000000,203,0,A
103,65,908,2000,71519230,6807,0,9000000,971,15000,B
91,0,407,3000,20035310,4409,1,9000000,683,580,C
88,8,587,982,18225165,3114,2,9000000,729,0,B
126,37,883,12000,17804273,25660,0,20000000,10000,1000,B
120,46,701,14000,16938179,17336,3,8000000,826,0,B
116,644,199,392,90400000,845,2,,249,0,B
94,17,179,607,16235293,1611,0,9000000,318,0,C
85,2,127,911,11827301,1345,1,,150,266,C
137,0,130,591,10161099,1341,1,9000000,520,0,B
114,84,338,22000,6610326,23770,0,,929,0,B
76,17,571,591,6126237,2851,3,,579,419,C
119,188,35,187,6047856,358,4,8500000,127,1000,B
99,23,471,1000,4681503,2478,1,9000000,710,838,B
79,157,219,4000,4350774,4908,3,8000000,248,0,B
114,6,633,970,3420871,3824,2,,906,0,B
30,,140,177,,639,0,,170,748,D
91,12,297,1000,,1991,4,9000000,300,0,C
95,49,261,702,2955039,2007,1,9000000,616,313,B
103,38,316,745,1530535,1721,3,9000000,591,215,C
92,26,611,1000,4881867,3767,1,9000000,1000,1000,B
124,162,277,23000,1043487,24102,3,,776,0,B
156,43,0,45,770629,50,0,,5,0,B
84,64,748,2000,11860839,4617,0,9000000,892,0,C
300,6,6,7,454255,32,3,400000000,6,124,B
120,930,433,982,349618,2942,1,9000000,602,375,B
98,0,5,186,,253,1,,41,348,B
121,608,25,149,112935,251,0,9000000,44,484,B
97,3,204,679,883887,1426,3,9000000,537,0,B
86,11,18,185,13751,299,0,11400000,62,135,B
93,8,558,22000,,24154,1,19000000,1000,0,B
45,28,104,573,145109,1098,1,45000000,197,0,B
97,0,230,922,1046166,1835,4,9000000,374,128,C
102,11,35,10000,,10369,0,,281,0,B
105,25,98,963,2874,1375,1,,168,120,B
103,6,664,4000,,6426,1,9000000,931,3000,B
93,4,93,442,174635000,822,1,8800000,162,0,B
76,4,151,722,,1254,0,,212,0,C
90,3,327,1000,,2310,2,8800000,900,458,B
122,8,59,174,,498,12,9000000,109,0,B
127,236,68,580,171320,1129,1,,236,0,B
84,8,896,4000,14373825,6954,0,8600000,922,0,B
23,,265,668,,1484,0,,296,2000,B
96,3,305,2000,162,2802,5,9000000,368,0,C
97,541,673,967,32222567,4458,3,,847,19000,B
112,108,175,12000,39462438,13172,0,7000000,628,0,B
125,43,122,563,29200000,1097,0,8500000,236,1000,B
96,68,1000,3000,21564616,8097,9,8500000,1000,0,C
98,35,170,949,,1510,2,9000000,178,0,C
92,8,3,35,,47,2,60000000,6,278,B
103,729,133,2000,14879556,3516,0,8000000,841,0,B
122,300,341,579,13569248,1637,1,,405,0,B
101,17,429,35000,34017854,36892,4,8500000,966,8000,B
104,170,202,736,4273372,1854,1,22000000,218,0,D
101,14,559,1000,,3164,0,9000000,907,0,C
135,0,13,28,,97,0,8000000,15,387,B
119,319,179,2000,4440055,3279,0,8500000,552,0,B
128,160,81,8000,4018695,8532,2,12000000,327,27000,A
107,71,304,967,80000000,1962,0,8200000,455,0,B
106,78,,0,6262942,0,0,9000000,,18000,B
126,407,39,638,1997807,823,0,8000000,107,196,B
128,11,119,3000,1207007,4004,2,,687,341,B
127,644,6,97,1829142,128,1,,8,0,B
160,0,417,964,3827466,2350,2,,551,0,B
126,80,225,668,90800000,2004,0,8000000,641,0,B
171,54,346,440,,1373,0,7623000,426,1000,B
150,163,636,2000,140244,4168,1,8500000,716,8000,B
122,11,173,205,,808,3,8300000,197,467,B
178,16000,857,13000,107930000,16557,1,8000000,902,45000,A
95,21,842,1000,76657000,5673,0,,985,0,B
117,66,85,15000,32279955,15554,1,8500000,241,65000,B
119,422,422,861,4992159,3306,2,8550000,499,713,C
174,338,195,354,163214286,1495,3,8200000,209,15000,A
111,2000,51,15000,69800000,15361,2,8000000,161,0,B
101,36,27,7000,59889948,7227,1,8000000,150,15000,B
89,0,107,217,52287414,644,2,8000000,107,24000,A
113,0,27,133,45063889,241,0,8000000,32,11000,B
95,548,360,389,40066497,1792,0,8000000,363,0,D
112,152,459,16000,36500000,17568,0,8000000,466,0,B
109,44,458,1000,27362712,3199,1,8000000,886,0,B
108,0,388,585,34746109,3023,2,8000000,434,559,C
100,129,3000,23000,34963967,39807,2,8000000,10000,40000,B
90,5,297,449,25926543,1534,1,8000000,332,0,C
130,0,602,875,,2662,0,8000000,826,0,B
94,19,117,363,26049082,1024,3,8000000,342,0,B
93,2,213,484,,1455,1,8000000,345,495,C
80,2,102,861,,1279,,,163,240,B
111,0,591,18000,22551000,37645,0,8000000,18000,0,B
142,13,244,803,22800000,1769,2,7000000,314,0,B
60,,460,666,,4043,2,,579,0,B
107,0,112,969,18090181,1775,0,8000000,449,0,B
91,13,292,452,17843379,1760,2,8000000,442,0,C
112,3,268,876,18811135,2832,0,,801,0,B
82,33,475,744,17278980,2400,0,8000000,503,0,B
97,3,631,24000,16699684,25792,1,8000000,827,0,C
128,79,414,13000,50815288,14747,0,50000000,903,0,B
102,126,517,23000,15047419,25462,1,7000000,1000,18000,B
93,44,596,15000,14015786,27646,3,5000000,11000,938,B
116,31,50,539,,895,2,8000000,290,758,B
138,78,968,12000,10269307,17524,0,8000000,3000,0,B
117,133,86,471,,858,1,8300000,277,638,B
93,132,216,434,17536788,1183,2,8000000,265,12000,B
92,87,424,15000,58401464,16982,1,8000000,1000,19000,B
110,10,582,851,8880705,3293,0,,780,160,B
92,54,306,776,8279017,1761,1,8000000,595,0,B
104,18,741,1000,10106233,5190,0,8000000,962,0,C
98,198,636,1000,,3502,2,8000000,975,125,C
89,15,660,883,4692814,3291,2,8000000,826,77,C
92,26,417,1000,5018450,2687,0,8000000,905,859,C
140,133,136,12000,25967000,13180,3,,898,788,B
60,,648,3000,,6034,0,,788,18000,A
90,26,0,1000,3442820,1442,0,8000000,442,0,B
129,608,386,1000,3205244,2265,0,10000000,579,0,B
111,341,569,963,3076425,3543,1,8000000,678,0,B
79,73,112,1000,2275557,2404,2,8000000,1000,0,B
104,71,168,1000,1789892,1795,1,8000000,261,515,B
101,16,472,943,6350058,2786,3,8000000,769,20000,B
113,13,594,5000,1094798,7692,6,7200000,629,0,B
92,14,291,14000,1071240,15848,2,8000000,1000,429,B
106,23,200,1000,532190,1610,2,8000000,273,0,B
98,136,249,977,,2413,0,8000000,649,79,C
75,45,4,61,686383,75,0,6500000,5,11000,B
104,109,7,480,16168741,517,1,8000000,12,43000,B
108,12,710,2000,568695,3921,2,8000000,844,412,B
99,30,209,480,398420,1234,3,8000000,257,226,B
180,0,844,3000,,6343,2,,2000,434,B
109,200,1000,21000,336456,41645,2,8000000,18000,494,C
111,2,227,735,146083,1378,3,,306,75,B
93,8,33,553,298110,786,1,8000000,177,0,B
99,387,399,8000,127144,9608,4,8000000,489,143,C
98,36,405,10000,117190,11770,4,8000000,692,0,B
95,3,448,905,108662,3185,0,8000000,513,3000,B
142,,427,27000,,29196,2,,698,0,B
107,53,463,954,53481,2512,5,8000000,551,294,B
102,346,488,947,23106,2572,0,50000000,526,532,B
97,43,47,144,52961,326,1,8000000,63,675,C
124,78,4,6,439162,28,0,1100000000,5,0,A
97,17,1000,23000,,37457,2,22000000,10000,0,C
124,2,23,413,,733,0,8000000,265,520,B
96,2,600,31000,,33858,6,8000000,920,438,C
114,29,11,163,50000,219,2,,20,81,C
90,21,112,186,671240,619,0,7900000,119,0,B
104,78,189,502,,1546,0,8000000,206,205,A
102,341,15,844,10105505,1389,0,,521,0,B
93,16,376,1000,,2284,2,,524,0,C
90,73,26,848,882290,1526,2,10000000,643,999,B
106,155,391,981,,2741,0,8000000,505,689,C
99,78,325,11000,106593296,12619,1,7500000,509,3000,B
115,88,890,1000,43490057,4737,6,7500000,1000,508,B
89,7,36,186,32333860,407,1,7500000,147,0,B
101,2,40,10000,,10218,0,7700000,154,2000,B
92,655,88,24000,24792061,25092,0,6500000,829,0,B
94,0,658,1000,17544812,4707,0,10000000,683,0,C
100,92,221,3000,12574715,4198,0,4500000,766,12000,B
106,14,161,827,10281585,1871,3,,545,1000,B
109,62,518,584,5100000,2024,0,7500000,552,345,B
105,248,147,673,10460089,1442,1,7500000,466,1000,B
102,329,280,611,4239767,1834,3,7500000,329,0,B
97,18,742,834,4131640,4091,2,7500000,749,140,D
118,0,249,373,3347439,1233,1,7500000,266,31,B
92,406,968,24000,10814185,41867,6,8000000,15000,0,B
112,119,844,12000,533344,15396,0,,844,655,C
103,27,59,71,206400,262,0,50000000,59,26,B
93,187,158,631,197148,1176,0,7500000,163,0,B
101,22,447,5000,,7206,3,7500000,659,223,C
115,549,911,3000,54557348,5732,0,6500000,912,18000,B
113,127,373,3000,3014541,4370,3,8000000,415,0,B
95,20,36,262,,409,3,7500000,65,389,C
153,5,60,532,872643,902,3,6000000,249,108,C
89,10,106,963,4443403,1754,0,7300000,545,14000,A
92,287,664,844,,4099,2,12000000,708,0,C
107,23,93,287,,635,0,5000000,150,25000,B
118,0,500,18000,1330827,19879,2,7000000,860,0,B
97,12,641,788,1818681,2486,1,7300000,698,0,B
156,0,4000,24000,336530303,46055,0,258000000,11000,0,B
100,0,440,488,12610552,2428,0,7500000,488,129,D
96,655,973,24000,143492840,28817,0,7500000,3000,10000,B
104,249,96,294,,835,0,7500000,284,0,C
120,82,175,244,43800000,1105,2,7200000,177,0,B
175,0,3000,14000,134821952,28122,1,6000000,10000,43000,A
95,213,92,225,94900000,791,0,4000000,174,0,B
95,464,11000,23000,32391374,54075,43,7500000,17000,40000,B
121,319,11,1000,40158000,1051,1,7000000,18,0,B
110,0,11000,17000,113709992,46646,1,7000000,15000,54000,B
96,474,82,1000,32131483,2212,0,11000000,970,2000,C
121,82,189,581,35400000,1865,3,7000000,547,0,B
95,13,430,1000,34099640,2515,0,5000000,934,0,B
112,20,61,16000,31973840,16289,5,,109,0,B
112,70,826,1000,37295394,5959,8,6600000,912,0,C
143,1000,76,29000,144812796,29769,4,105000000,509,115000,B
93,0,566,21000,31501218,22745,0,7500000,650,0,B
110,152,27,22000,28747570,22140,1,7000000,68,0,B
104,0,4000,16000,25625110,33758,0,7000000,12000,0,B
115,187,887,14000,403932,17104,4,20000000,900,141,B
53,,1000,4000,,19949,0,,1000,61000,A
119,23,440,1000,25000000,2951,1,9000000,659,0,B
125,82,244,16000,21000000,17611,3,13000000,387,2000,B
96,22,794,1000,20257000,5282,2,7000000,841,978,C
100,197,159,513,26005908,1379,0,3500000,239,10000,B
46,0,69,13000,18642318,13448,0,,366,407,B
89,14,270,971,15818967,2517,0,7000000,479,0,C
92,737,380,718,14891000,2240,3,7000000,524,824,B
109,0,597,1000,16901126,3544,0,7000000,649,0,B
44,,970,4000,,7970,0,2300000,3000,6000,A
103,44,190,637,17474107,1342,3,7000000,256,23000,B
95,48,826,1000,14003141,4837,1,7000000,865,375,B
143,0,393,883,304360277,2039,0,200000000,563,80000,B
105,0,303,1000,12583510,2444,0,7000000,340,0,B
79,0,23,246,,345,0,350000,29,44,C
106,1000,98,816,9190525,1120,1,7000000,105,10000,B
100,11,970,13000,9176553,19330,1,7500000,3000,0,B
103,49,304,687,9094451,1990,0,7000000,554,0,B
116,107,658,893,14612840,3110,1,7000000,664,0,B
99,192,292,14000,9166863,14816,2,7000000,343,16000,B
164,17000,159,883,8373585,1934,0,7000000,618,0,B
96,30,407,761,7292175,2018,3,7000000,412,0,B
122,98,397,729,6601079,2321,1,7000000,579,0,B
94,176,46,116,6165429,312,1,6000000,93,0,B
93,70,442,692,5694308,3128,0,7000000,585,446,D
96,6,38,206,5430822,493,0,7000000,192,0,B
60,,346,787,,2352,1,,485,0,B
113,7,35,11000,4720371,11116,2,7000000,43,650,B
60,,652,10000,,12051,1,,794,0,B
192,147,397,8000,2921738,9984,0,7000000,860,2000,B
99,342,501,1000,2344847,2158,0,7000000,518,0,B
91,157,224,490,7455447,1136,2,7000000,259,0,B
100,0,359,655,2148212,1906,0,7000000,476,157,B
105,261,617,783,2062066,2684,3,7000000,658,357,B
99,60,628,4000,1654367,6526,0,7000000,787,3000,B
112,159,77,3000,1738692,3547,0,7000000,294,38000,B
100,0,149,2000,2209479,2909,0,,627,962,C
99,2,455,1000,1889522,2589,2,7000000,690,797,B
100,161,172,10000,,11059,0,7000000,422,168,C
125,127,798,6000,1110286,8876,6,4825000,941,0,B
107,6,375,963,1000000,2209,1,9000000,750,122,B
107,8,39,106,700000,215,1,50000000,54,0,B
97,0,106,227,1768416,684,0,7000000,218,0,B
105,10,184,756,1425993,1417,1,,216,0,C
95,43,611,1000,306715,5213,1,10000000,788,724,D
106,58,973,23000,382946,44969,0,7000000,20000,19000,B
93,47,13,554,518134,1105,2,,524,0,B
103,835,,13000,236266,13000,0,3500000,0,0,B
96,5,52,766,196067,1251,3,7000000,358,97,B
103,6,935,7000,532988,9660,0,7000000,1000,0,B
108,30,281,474,453079,2029,4,7000000,403,916,C
177,23,0,4,,8,0,7000000,4,1000,B
118,0,410,26000,46451,27756,2,7000000,854,694,B
97,554,530,876,233103,2544,3,7000000,838,311,B
102,78,184,12000,,12680,2,7000000,333,16000,B
92,4,4,91,,198,1,7000000,82,55,C
88,0,507,1000,,3150,0,7000000,844,0,C
80,0,26,99,,218,1,7000000,62,453,C
45,24,29,122,,236,0,7000000,35,41,B
115,16000,240,16000,41400000,17209,0,6900000,455,0,B
97,49,687,878,,4334,5,,847,389,B
102,0,787,14000,7993039,18643,1,6900000,1000,10000,B
111,197,578,755,,3009,5,7000000,632,586,C
96,16,63,149,,414,0,8700000,147,187,B
94,0,493,15000,,17377,3,7000000,725,0,C
125,4,36,177,927107,333,1,15000000,66,687,B
108,3,436,710,49526,2119,1,6800000,697,1000,B
101,0,83,240,10696,490,8,6800000,83,413,B
101,13,261,34000,31607598,35717,1,6900000,924,10000,C
139,777,58,131,6857096,343,0,6800000,66,37000,A
125,125,11,60,223878,132,1,5000000,29,282,B
88,11,415,1000,828,2728,8,,418,663,B
115,294,15,585,8060,666,1,4000000,39,11000,A
99,40,300,1000,84263837,2323,0,6500000,421,45000,C
88,3,38,46,110029,225,7,6500000,46,479,B
112,309,15,27,57504069,106,2,6000000,26,0,B
108,7,51,699,54215416,936,1,6500000,63,0,B
107,0,146,804,,1285,2,,167,337,B
104,0,517,754,31899000,2442,0,6500000,567,0,B
108,208,689,876,24103594,4840,0,6500000,827,391,B
102,218,376,900,16842303,2475,3,6500000,563,0,B
88,132,180,435,13367101,1140,2,6500000,230,515,C
115,338,45,116,,394,0,6500000,112,0,B
91,38,91,730,10149779,1405,0,6500000,461,342,D
141,11,8,56,6173485,105,0,7000000,36,802,B
101,0,726,13000,4000304,15230,0,6500000,898,23000,B
105,905,466,27000,2338695,29277,1,4000000,594,0,B
100,0,266,1000,2024854,1942,2,6500000,373,19,B
116,129,782,10000,2268296,13180,4,6500000,918,12000,B
97,15,874,18000,1029017,21107,2,6500000,986,1000,B
106,19,0,844,64148,846,0,6500000,2,260,B
105,38,706,12000,66637,14462,0,6500000,712,0,B
102,9,368,1000,,1904,0,6500000,433,830,B
122,210,471,845,871577,2614,1,4500000,631,13000,B
107,0,255,2000,38400000,3582,1,6500000,663,13000,A
121,31,43,65,4063859,200,2,4800000,51,11000,B
98,0,27,1000,449558,1163,2,10000000,54,0,B
108,228,358,431,,2020,0,4000000,426,0,B
55,,5,18,,39,5,,9,0,A
123,0,781,1000,2122561,3254,6,6000000,898,0,B
110,116,898,1000,181360000,5127,2,6000000,944,13000,B
120,0,576,40000,137963328,42028,0,6000000,854,9000,A
122,909,282,503,119078393,1448,0,6000000,328,0,B
110,131,399,640,102308900,2169,1,6000000,566,0,A
139,55,266,382,102300000,2045,2,6000000,279,0,B
124,0,535,2000,54800000,5122,3,6000000,553,0,B
120,153,447,1000,24004159,3175,0,110000000,1000,0,C
152,34,249,804,43650000,1802,0,6000000,271,0,B
98,11000,484,13000,39800000,14921,3,6000000,573,0,B
106,10,578,3000,27457409,6419,4,6000000,685,478,B
106,44,328,865,25047631,2724,0,6000000,405,990,B
106,0,574,18000,23272306,20821,4,6000000,979,28000,A
89,81,92,321,22168359,584,0,8000000,101,1000,C
94,12,583,16000,21005329,19341,0,6000000,876,0,B
